Kingdom,Phylum,Class,Order,Family,Genus,Species
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Atheta,Atheta fungivora
Animalia,Arthropoda,Insecta,Diptera,Lonchopteridae,Lonchoptera,Lonchoptera bifurcata
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Paratanytarsus,Paratanytarsus tenellulus
Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula pagana
Animalia,Arthropoda,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,Cryptolestes ferrugineus
Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Leptocera,Leptocera nigra
Animalia,Annelida,Clitellata,Tubificida,Naididae,Embolocephalus,Embolocephalus velutinus
Animalia,Arthropoda,Insecta,Diptera,Polleniidae,Pollenia,Pollenia mayeri
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Notiophilus,Notiophilus substriatus
Animalia,Arthropoda,Insecta,Diptera,Pallopteridae,Palloptera,Palloptera umbellatarum
Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Micropterna,Micropterna lateralis
Animalia,Arthropoda,Ostracoda,Podocopida,Cyprididae,Eucypris,Eucypris pigra
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Benthalia,Benthalia carbonaria
Animalia,Arthropoda,Insecta,Diptera,Trichoceridae,Trichocera,Trichocera regelationis
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,Tanytarsus occultus
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Neomyia,Neomyia cornicina
Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Protophormia,Protophormia terraenovae
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Lophosceles,Lophosceles cinereiventris
Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Dasyhelea,Dasyhelea incisurata
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Dendrobaena,Dendrobaena octaedra
Animalia,Arthropoda,Diplopoda,Chordeumatida,Brachychaeteumatidae,Brachychaeteuma,Brachychaeteuma melanops
Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Zyginidia,Zyginidia pullula
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Quedius,Quedius levicollis
Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Gesonia,Gesonia obeditalis
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Quedius,Quedius molochinus
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Phacophallus,Phacophallus parumpunctatus
Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Discocerina,Discocerina obscurella
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Fridericia,Fridericia perrieri
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Quedius,Quedius picipes
Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Ilybius,Ilybius guttiger
Animalia,Arthropoda,Ostracoda,Podocopida,Candonidae,Cryptocandona,Cryptocandona vavrai
Animalia,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia,Daphnia mendotae
Animalia,Arthropoda,Insecta,Diptera,Blephariceridae,Liponeura,Liponeura brevirostris
Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Palpomyia,Palpomyia serripes
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Proteinus,Proteinus brachypterus
Animalia,Arthropoda,Insecta,Diptera,Pallopteridae,Palloptera,Palloptera scutellata
Animalia,Arthropoda,Insecta,Diptera,Bolitophilidae,Bolitophila,Bolitophila saundersii
Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Pullimosina,Pullimosina meijerei
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Stempellinella,Stempellinella edwardsi
Animalia,Arthropoda,Insecta,Neuroptera,Hemerobiidae,Micromus,Micromus angulatus
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Longitarsus,Longitarsus parvulus
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Aegialia,Aegialia arenaria
Animalia,Arthropoda,Insecta,Diptera,Sarcophagidae,Sarcophaga,Sarcophaga subvicina
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Proteinus,Proteinus ovalis
Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Dasysyrphus,Dasysyrphus albostriatus
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Metriocnemus,Metriocnemus albolineatus
Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Opalimosina,Opalimosina mirabilis
Animalia,Arthropoda,Insecta,Coleoptera,Scirtidae,Elodes,Elodes minuta
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Calodromius,Calodromius spilotus
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Psectrocladius,Psectrocladius barbimanus
Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Ditrichophora,Ditrichophora calceata
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,Cricotopus intersectus
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,Lumbricus rubellus CEB
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Psectrocladius,Psectrocladius limbatellus
Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Agromyza,Agromyza filipendulae
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Henlea,Henlea perpusilla
Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Psychoda,Psychoda sigma
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,Lumbricus terrestris
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Mydaea,Mydaea urbana
Animalia,Arthropoda,Ostracoda,Podocopida,Ilyocyprididae,Ilyocypris,Ilyocypris bradyi
Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Pegoplata,Pegoplata infirma
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Stenolophus,Stenolophus mixtus
Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Delia,Delia radicum
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Deilephila,Deilephila elpenor
Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Haliplus,Haliplus laminatus
Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Palpomyia,Palpomyia spinipes
Animalia,Arthropoda,Insecta,Diptera,Dixidae,Dixella,Dixella autumnalis
Animalia,Arthropoda,Insecta,Diptera,Chloropidae,Meromyza,Meromyza nigriventris
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Leistus,Leistus rufomarginatus
Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Myrmus,Myrmus miriformis
Animalia,Annelida,Clitellata,Tubificida,Naididae,Nais,Nais bretscheri CEA
Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Notiphila,Notiphila cinerea
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Phaonia,Phaonia errans
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Cryptochironomus,Cryptochironomus redekei
Animalia,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,Caenis luctuosa
Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hyphydrus,Hyphydrus ovatus
Animalia,Arthropoda,Insecta,Diptera,Sciomyzidae,Elgiva,Elgiva cucularia
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tachinus,Tachinus marginellus
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus vernalis
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Carpelimus,Carpelimus bilineatus
Animalia,Arthropoda,Insecta,Diptera,Bibionidae,Bibio,Bibio johannis
Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Pegomya,Pegomya flavifrons
Animalia,Arthropoda,Diplopoda,Chordeumatida,Anthroleucosomatidae,Anamastigona,Anamastigona pulchella
Animalia,Arthropoda,Insecta,Diptera,Phoridae,Metopina,Metopina oligoneura
Animalia,Arthropoda,Insecta,Diptera,Chloropidae,Elachiptera,Elachiptera megaspis
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Melinopterus,Melinopterus sphacelatus
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Gonempeda,Gonempeda flava
Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma guestfalica
Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila tristis
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera fuscipennis
Animalia,Arthropoda,Insecta,Diptera,Phoridae,Megaselia,Megaselia hibernans
Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula confusa
Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Potamophylax,Potamophylax latipennis
Animalia,Arthropoda,Insecta,Diptera,Chloropidae,Dicraeus,Dicraeus fennicus
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Ilisia,Ilisia maculata
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Paracladopelma,Paracladopelma laminatum
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Limonia,Limonia macrostigma
Animalia,Arthropoda,Insecta,Lepidoptera,Lypusidae,Diurnea,Diurnea fagella
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Helius,Helius calviensis
Animalia,Arthropoda,Insecta,Diptera,Sciomyzidae,Pherbellia,Pherbellia cinerella
Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Leptocera,Leptocera caenosa
Animalia,Annelida,Clitellata,Tubificida,Naididae,Chaetogaster,Chaetogaster diaphanus CEA
Animalia,Arthropoda,Insecta,Diptera,Scathophagidae,Scathophaga,Scathophaga litorea
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Enchytraeus,Enchytraeus buchholzi CEI
Animalia,Arthropoda,Insecta,Psocodea,Stenopsocidae,Stenopsocus,Stenopsocus immaculatus
Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Botanophila,Botanophila biciliaris
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Limodromus,Limodromus assimilis
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Fridericia,Fridericia dura
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Calathus,Calathus fuscipes
Animalia,Arthropoda,Ostracoda,Podocopida,Candonidae,Cyclocypris,Cyclocypris ovum
Animalia,Arthropoda,Collembola,Entomobryomorpha,Isotomidae,Folsomia,Folsomia candida
Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Hylemya,Hylemya variata
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Enchytraeus,Enchytraeus buchholzi CEF
Animalia,Arthropoda,Insecta,Diptera,Scatopsidae,Apiloscatopse,Apiloscatopse flavicollis
Animalia,Arthropoda,Insecta,Coleoptera,Scirtidae,Elodes,Elodes pseudominuta
Animalia,Arthropoda,Branchiopoda,Anomopoda,Chydoridae,Graptoleberis,Graptoleberis testudinaria
Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,Simulium lineatum
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Austrolimnophila,Austrolimnophila latistyla
Animalia,Annelida,Clitellata,Tubificida,Naididae,Nais,Nais bretscheri
Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Culicoides,Culicoides kibunensis
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Dicrotendipes,Dicrotendipes tritomus
Animalia,Mollusca,Gastropoda,Stylommatophora,Arionidae,Arion,Arion ater
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Rheocricotopus,Rheocricotopus effusus
Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Cladius,Cladius compressicornis
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Smittia,Smittia aterrima
Animalia,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Leiobunum,Leiobunum blackwalli
Animalia,Arthropoda,Insecta,Coleoptera,Scirtidae,Contacyphon,Contacyphon palustris
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amara,Amara lunicollis
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Helius,Helius longirostris
Animalia,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,Notonecta maculata
Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Chrysotus,Chrysotus femoratus
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Hebecnema,Hebecnema nigra
Animalia,Arthropoda,Insecta,Diptera,Ditomyiidae,Symmerus,Symmerus annulatus
Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,Penaeus monodon
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,Harpalus rufipes
Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Lophopilio,Lophopilio palpinalis
Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Oxycera,Oxycera nigricornis
Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Pachygaster,Pachygaster atra
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Limnophyes,Limnophyes ninae
Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Eurhadina,Eurhadina ribauti
Animalia,Annelida,Clitellata,Tubificida,Naididae,Tubifex,Tubifex tubifex CEB
Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eristalis,Eristalis tenax
Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila funebris
Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Siphona,Siphona geniculata
Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Rhaphium,Rhaphium appendiculatum
Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Pullimosina,Pullimosina vulgesta
Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Cladius,Cladius ulmi
Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Dicranopalpus,Dicranopalpus caudatus
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Micropeplus,Micropeplus fulvus
Animalia,Arthropoda,Insecta,Diptera,Trichoceridae,Trichocera,Trichocera major
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Cardiocladius,Cardiocladius fuscus
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,Cricotopus cylindraceus
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Rheopelopia,Rheopelopia ornata
Animalia,Arthropoda,Insecta,Siphonaptera,Pulicidae,Ctenocephalides,Ctenocephalides felis
Animalia,Arthropoda,Insecta,Plecoptera,Nemouridae,Nemoura,Nemoura dubitans
Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Neoascia,Neoascia podagrica
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Quedius,Quedius curtipennis
Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Cerodontha,Cerodontha geniculata
Animalia,Arthropoda,Insecta,Diptera,Chloropidae,Elachiptera,Elachiptera erythropleura
Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Fagisyrphus,Fagisyrphus cinctus
Animalia,Arthropoda,Insecta,Plecoptera,Nemouridae,Nemoura,Nemoura erratica
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Phaonia,Phaonia subventa
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera flavata
Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Hydrellia,Hydrellia griseola
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cychrus,Cychrus caraboides
Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Threticus,Threticus lucifugus
Animalia,Arthropoda,Insecta,Diptera,Sepsidae,Themira,Themira lucida
Animalia,Arthropoda,Insecta,Coleoptera,Salpingidae,Salpingus,Salpingus planirostris
Animalia,Arthropoda,Collembola,Entomobryomorpha,Isotomidae,Desoria,Desoria grisea
Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Phytomyza,Phytomyza fallaciosa
Animalia,Annelida,Clitellata,Tubificida,Naididae,Amphichaeta,Amphichaeta raptisae
Animalia,Arthropoda,Insecta,Trichoptera,Philopotamidae,Wormaldia,Wormaldia subnigra
Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Haliplus,Haliplus fluviatilis
Animalia,Annelida,Clitellata,Tubificida,Naididae,Limnodrilus,Limnodrilus udekemianus
Animalia,Arthropoda,Insecta,Diptera,Hippoboscidae,Ornithomya,Ornithomya fringillina
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Henlea,Henlea ventriculosa
Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Oligolophus,Oligolophus tridens
Animalia,Arthropoda,Insecta,Trichoptera,Goeridae,Goera,Goera pilosa
Animalia,Annelida,Clitellata,Tubificida,Naididae,Nais,Nais christinae
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Schoenomyza,Schoenomyza litorella
Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Heterarthrus,Heterarthrus vagans
Animalia,Arthropoda,Insecta,Diptera,Sepsidae,Themira,Themira minor
Animalia,Arthropoda,Insecta,Diptera,Lauxaniidae,Peplomyza,Peplomyza litura
Animalia,Arthropoda,Insecta,Diptera,Pipunculidae,Chalarus,Chalarus juliae
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Rheotanytarsus,Rheotanytarsus curtistylus
Animalia,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,Glossiphonia,Glossiphonia complanata
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Helina,Helina impuncta
Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Dexiosoma,Dexiosoma caninum
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Rheotanytarsus,Rheotanytarsus distinctissimus
Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Dolichopus,Dolichopus latilimbatus
Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Anodonta,Anodonta anatina
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Synendotendipes,Synendotendipes impar
Animalia,Arthropoda,Insecta,Coleoptera,Ripiphoridae,Metoecus,Metoecus paradoxus
Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Parabazarella,Parabazarella subneglecta
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Acupalpus,Acupalpus dubius
Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporus,Hydroporus palustris
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Marionina,Marionina mendax CEA
Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Copromyza,Copromyza nigrina
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Docosia,Docosia morionella
Animalia,Arthropoda,Insecta,Diptera,Fanniidae,Fannia,Fannia parva
Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Dorcus,Dorcus parallelipipedus
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Cladotanytarsus,Cladotanytarsus nigrovittatus
Animalia,Arthropoda,Insecta,Diptera,Phoridae,Megaselia,Megaselia joanneae
Animalia,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Cyclops,Cyclops vicinus
Animalia,Arthropoda,Insecta,Diptera,Chloropidae,Tricimba,Tricimba cincta
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Omalium,Omalium caesum
Animalia,Arthropoda,Collembola,Symphypleona,Katiannidae,Sminthurinus,Sminthurinus elegans
Animalia,Arthropoda,Insecta,Diptera,Polleniidae,Pollenia,Pollenia rudis
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Agelastica,Agelastica alni
Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Agabus,Agabus bipustulatus
Animalia,Arthropoda,Insecta,Coleoptera,Gyrinidae,Gyrinus,Gyrinus substriatus
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Aplotarsus,Aplotarsus incanus
Animalia,Arthropoda,Insecta,Trichoptera,Goeridae,Silo,Silo pallipes
Animalia,Bryozoa,Phylactolaemata,Plumatellida,Plumatellidae,Plumatella,Plumatella fungosa
Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Grammoptera,Grammoptera ruficornis
Animalia,Annelida,Clitellata,Tubificida,Naididae,Vejdovskyella,Vejdovskyella intermedia
Animalia,Arthropoda,Insecta,Diptera,Phoridae,Megaselia,Megaselia albiclava
Animalia,Arthropoda,Insecta,Diptera,Phoridae,Dohrniphora,Dohrniphora cornuta
Animalia,Arthropoda,Insecta,Diptera,Opomyzidae,Geomyza,Geomyza tripunctata
Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Anthomyia,Anthomyia procellaris
Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Parhelophilus,Parhelophilus laetus
Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Mycophaga,Mycophaga testacea
Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Acyphoderes,Acyphoderes cribricollis
Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Palpomyia,Palpomyia luteifemorata
Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Paregle,Paregle audacula
Animalia,Arthropoda,Insecta,Diptera,Chloropidae,Elachiptera,Elachiptera decipiens
Animalia,Arthropoda,Insecta,Diptera,Phoridae,Triphleba,Triphleba lugubris
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Euphylidorea,Euphylidorea dispar
Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Podops,Podops inunctus
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Nebria,Nebria brevicollis
Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Volucella,Volucella pellucens
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,Tanytarsus medius
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Paradromius,Paradromius linearis
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Molleriella,Molleriella calcarella
Animalia,Arthropoda,Insecta,Diptera,Empididae,Chelifera,Chelifera concinnicauda
Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Coproica,Coproica ferruginata
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Enchytraeus,Enchytraeus buchholzi CEC
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Graphomya,Graphomya maculata
Animalia,Annelida,Clitellata,Lumbriculida,Lumbriculidae,Trichodrilus,Trichodrilus allobrogum
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Cryptocephalus,Cryptocephalus labiatus
Animalia,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia,Daphnia cucullata
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Clinotanypus,Clinotanypus nervosus
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Monoclona,Monoclona rufilatera
Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Parydra,Parydra aquila
Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthinus,Malthinus flaveolus
Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria scripta
Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Otiorhynchus,Otiorhynchus crataegi
Animalia,Arthropoda,Insecta,Diptera,Scatopsidae,Apiloscatopse,Apiloscatopse scutellata
Animalia,Arthropoda,Insecta,Diptera,Scathophagidae,Norellisoma,Norellisoma spinimanum
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Tarnania,Tarnania fenestralis
Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Egle,Egle rhinotmeta
Animalia,Arthropoda,Collembola,Entomobryomorpha,Isotomidae,Isotomurus,Isotomurus graminis
Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Hylemya,Hylemya vagans
Animalia,Arthropoda,Insecta,Neuroptera,Coniopterygidae,Conwentzia,Conwentzia psociformis
Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Liriomyza,Liriomyza pusilla
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Phaenopsectra,Phaenopsectra flavipes
Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Stomorhina,Stomorhina lunata
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epiphyas,Epiphyas postvittana
Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Phytomyza,Phytomyza glechomae
Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Forcipomyia,Forcipomyia ciliata
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Pseudargyrotoza,Pseudargyrotoza conwagana
Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Lordiphosa,Lordiphosa fenestrarum
Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Dasysyrphus,Dasysyrphus tricinctus
Animalia,Arthropoda,Chilopoda,Lithobiomorpha,Lithobiidae,Lithobius,Lithobius microps
Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Coproica,Coproica vagans
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Platystethus,Platystethus alutaceus
Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Phytomyza,Phytomyza ranunculi
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Phaonia,Phaonia pallida
Animalia,Arthropoda,Arachnida,Mesostigmata,Parasitidae,Parasitus,Parasitus fimetorum
Animalia,Annelida,Clitellata,Tubificida,Naididae,Rhyacodrilus,Rhyacodrilus falciformis
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Metalimnobia,Metalimnobia quadrinotata
Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Crumomyia,Crumomyia pedestris
Animalia,Arthropoda,Insecta,Coleoptera,Nitidulidae,Epuraea,Epuraea imperialis
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culiseta,Culiseta morsitans
Animalia,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,Ypsolopha,Ypsolopha ustella
Animalia,Arthropoda,Insecta,Lepidoptera,Psychidae,Luffia,Luffia lapidella
Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Aulagromyza,Aulagromyza heringii
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Hebecnema,Hebecnema nigricolor
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Aporrectodea,Aporrectodea trapezoides
Animalia,Arthropoda,Insecta,Coleoptera,Salpingidae,Lissodema,Lissodema denticolle
Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria rueppellii
Animalia,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia,Daphnia magna
Animalia,Arthropoda,Insecta,Diptera,Empididae,Dolichocephala,Dolichocephala irrorata
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Dendrobaena,Dendrobaena attemsi
Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,Pieris brassicae
Animalia,Arthropoda,Insecta,Lepidoptera,Psychidae,Psyche,Psyche casta
Animalia,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia,Daphnia longispina
Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,Simulium equinum
Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Culicoides,Culicoides obsoletus
Animalia,Arthropoda,Insecta,Diptera,Sarcophagidae,Sarcophaga,Sarcophaga similis
Animalia,Arthropoda,Insecta,Diptera,Phoridae,Megaselia,Megaselia perfusca
